Id	ArticleIds	AuthorList	DOI	PubDate	FullJournalName	HasAbstract	LastAuthor	NlmUniqueID	PubDate	PubTypeList	RecordStatus	Source	Title
28645255	DictElement({'pubmed': ['28645255'], 'medline': [], 'doi': '10.1186/s12879-017-2530-6', 'pii': '10.1186/s12879-017-2530-6', 'pmc': 'PMC5481927', 'rid': '28645255', 'eid': '28645255', 'pmcid': 'pmc-id: PMC5481927;'}, attributes={})	"['Zwang J', ""D'Alessandro U"", 'Ndiaye JL', 'Djimdé AA', 'Dorsey G', 'Mårtensson AA', 'Karema C', 'Olliaro PL']"	10.1186/s12879-017-2530-6	2017 Jun 23	BMC infectious diseases	1	Olliaro PL	100968551	2017 Jun 23	['Journal Article']	PubMed - indexed for MEDLINE	BMC Infect Dis	Haemoglobin changes and risk of anaemia following treatment for uncomplicated falciparum malaria in sub-Saharan Africa.
28615259	DictElement({'pubmed': ['28615259'], 'medline': [], 'pii': 'ajcn.116.141762', 'doi': '10.3945/ajcn.116.141762', 'pmc': 'PMC5490647', 'rid': '28615259', 'eid': '28615259', 'pmcid': 'pmc-id: PMC5490647;'}, attributes={})	['Namaste SM', 'Rohner F', 'Huang J', 'Bhushan NL', 'Flores-Ayala R', 'Kupka R', 'Mei Z', 'Rawat R', 'Williams AM', 'Raiten DJ', 'Northrop-Clewes CA', 'Suchdev PS']	10.3945/ajcn.116.141762	2017 Jul	The American journal of clinical nutrition	1	Suchdev PS	0376027	2017 Jul	['Journal Article', 'Meta-Analysis', 'Review']	PubMed - indexed for MEDLINE	Am J Clin Nutr	Adjusting ferritin concentrations for inflammation: Biomarkers Reflecting Inflammation and Nutritional Determinants of Anemia (BRINDA) project.
28615251	DictElement({'pubmed': ['28615251'], 'medline': [], 'pii': 'ajcn.116.142166', 'doi': '10.3945/ajcn.116.142166', 'pmc': 'PMC5490644', 'rid': '28615251', 'eid': '28615251', 'pmcid': 'pmc-id: PMC5490644;'}, attributes={})	['Larson LM', 'Namaste SM', 'Williams AM', 'Engle-Stone R', 'Addo OY', 'Suchdev PS', 'Wirth JP', 'Temple V', 'Serdula M', 'Northrop-Clewes CA']	10.3945/ajcn.116.142166	2017 Jul	The American journal of clinical nutrition	1	Northrop-Clewes CA	0376027	2017 Jul	['Journal Article', 'Meta-Analysis', 'Review']	PubMed - indexed for MEDLINE	Am J Clin Nutr	Adjusting retinol-binding protein concentrations for inflammation: Biomarkers Reflecting Inflammation and Nutritional Determinants of Anemia (BRINDA) project.
28615061	DictElement({'pubmed': ['28615061'], 'medline': [], 'doi': '10.1186/s12916-017-0883-8', 'pii': '10.1186/s12916-017-0883-8', 'pmc': 'PMC5471992', 'rid': '28615061', 'eid': '28615061', 'pmcid': 'pmc-id: PMC5471992;'}, attributes={})	['Schofield L', 'Ioannidis LJ', 'Karl S', 'Robinson LJ', 'Tan QY', 'Poole DP', 'Betuela I', 'Hill DL', 'Siba PM', 'Hansen DS', 'Mueller I', 'Eriksson EM']	10.1186/s12916-017-0883-8	2017 Jun 15	BMC medicine	1	Eriksson EM	101190723	2017 Jun 15	['Journal Article']	PubMed - indexed for MEDLINE	BMC Med	Synergistic effect of IL-12 and IL-18 induces TIM3 regulation of γδ T cell function and decreases the risk of clinical malaria in children living in Papua New Guinea.
28612053	DictElement({'pubmed': ['28612053'], 'medline': [], 'doi': '10.12688/wellcomeopenres.10784.2', 'pmc': 'PMC5445974', 'rid': '28612053', 'eid': '28612053', 'pmcid': 'pmc-id: PMC5445974;'}, attributes={})	['Omedo I', 'Mogeni P', 'Bousema T', 'Rockett K', 'Amambua-Ngwa A', 'Oyier I', 'C Stevenson J', 'Y Baidjoe A', 'de Villiers EP', 'Fegan G', 'Ross A', 'Hubbart C', 'Jeffreys A', 'N Williams T', 'Kwiatkowski D', 'Bejon P']	10.12688/wellcomeopenres.10784.2	2017	Wellcome open research	1	Bejon P	101696457	2017	['Journal Article']	PubMed	Wellcome Open Res	Micro-epidemiological structuring of <i>Plasmodium falciparum</i> parasite populations in regions with varying transmission intensities in Africa.
28592572	DictElement({'pubmed': ['28592572'], 'medline': [], 'pii': 'bmjopen-2016-013192', 'doi': '10.1136/bmjopen-2016-013192', 'pmc': 'PMC5734205', 'rid': '28592572', 'eid': '28592572', 'pmcid': 'pmc-id: PMC5734205;'}, attributes={})	['Aimone AM', 'Brown P', 'Owusu-Agyei S', 'Zlotkin SH', 'Cole DC']	10.1136/bmjopen-2016-013192	2017 Jun 6	BMJ open	1	Cole DC	101552874	2017 Jun 6	['Journal Article', 'Randomized Controlled Trial']	PubMed - indexed for MEDLINE	BMJ Open	Impact of iron fortification on the geospatial patterns of malaria and non-malaria infection risk among young children: a secondary spatial analysis of clinical trial data from Ghana.
28571572	DictElement({'pubmed': ['28571572'], 'medline': [], 'doi': '10.1186/s12936-017-1874-0', 'pii': '10.1186/s12936-017-1874-0', 'pmc': 'PMC5455096', 'rid': '28571572', 'eid': '28571572', 'pmcid': 'pmc-id: PMC5455096;'}, attributes={})	['Chuang TW', 'Soble A', 'Ntshalintshali N', 'Mkhonta N', 'Seyama E', 'Mthethwa S', 'Pindolia D', 'Kunene S']	10.1186/s12936-017-1874-0	2017 Jun 1	Malaria journal	1	Kunene S	101139802	2017 Jun 1	['Journal Article']	PubMed - indexed for MEDLINE	Malar J	Assessment of climate-driven variations in malaria incidence in Swaziland: toward malaria elimination.
28545595	DictElement({'pubmed': ['28545595'], 'medline': [], 'doi': '10.1186/s13071-017-2205-6', 'pii': '10.1186/s13071-017-2205-6', 'pmc': 'PMC5445389', 'rid': '28545595', 'eid': '28545595', 'pmcid': 'pmc-id: PMC5445389;'}, attributes={})	['Ferrão JL', 'Mendes JM', 'Painho M']	10.1186/s13071-017-2205-6	2017 May 25	Parasites & vectors	1	Painho M	101462774	2017 May 25	['Journal Article']	PubMed - indexed for MEDLINE	Parasit Vectors	Modelling the influence of climate on malaria occurrence in Chimoio Municipality, Mozambique.
28543426	DictElement({'pubmed': ['28543426'], 'medline': [], 'doi': '10.1111/jcpp.12751', 'pmc': 'PMC5697619', 'rid': '28543426', 'eid': '28543426', 'pmcid': 'pmc-id: PMC5697619;'}, attributes={})	['Prado EL', 'Abbeddou S', 'Adu-Afarwuah S', 'Arimond M', 'Ashorn P', 'Ashorn U', 'Bendabenda J', 'Brown KH', 'Hess SY', 'Kortekangas E', 'Lartey A', 'Maleta K', 'Oaks BM', 'Ocansey E', 'Okronipa H', 'Ouédraogo JB', 'Pulakka A', 'Somé JW', 'Stewart CP', 'Stewart RC', 'Vosti SA', 'Yakes Jimenez E', 'Dewey KG']	10.1111/jcpp.12751	2017 Nov	Journal of child psychology and psychiatry, and allied disciplines	1	Dewey KG	0375361	2017 Nov	['Journal Article']	PubMed - indexed for MEDLINE	J Child Psychol Psychiatry	Predictors and pathways of language and motor development in four prospective cohorts of young children in Ghana, Malawi, and Burkina Faso.
28541483	DictElement({'pubmed': ['28541483'], 'medline': [], 'pii': '3852509', 'doi': '10.1093/infdis/jix250', 'pmc': 'PMC5853769', 'rid': '28541483', 'eid': '28541483', 'pmcid': 'pmc-id: PMC5853769;'}, attributes={})	['Sepúlveda N', 'Manjurano A', 'Campino SG', 'Lemnge M', 'Lusingu J', 'Olomi R', 'Rockett KA', 'Hubbart C', 'Jeffreys A', 'Rowlands K', 'Clark TG', 'Riley EM', 'Drakeley CJ', 'MalariaGEN Consortium.']	10.1093/infdis/jix250	2017 Jul 1	The Journal of infectious diseases	1	Drakeley CJ	0413675	2017 Jul 1	['Journal Article']	PubMed - indexed for MEDLINE	J Infect Dis	Malaria Host Candidate Genes Validated by Association With Current, Recent, and Historical Measures of Transmission Intensity.
28498997	DictElement({'pubmed': ['28498997'], 'medline': [], 'pii': '3813451', 'doi': '10.1093/infdis/jix035', 'pmc': 'PMC5426372', 'rid': '28498997', 'eid': '28498997', 'pmcid': 'pmc-id: PMC5426372;'}, attributes={})	['Farid R', 'Dixon MW', 'Tilley L', 'McCarthy JS']	10.1093/infdis/jix035	2017 Apr 1	The Journal of infectious diseases	1	McCarthy JS	0413675	2017 Apr 1	['Journal Article']	PubMed - indexed for MEDLINE	J Infect Dis	Initiation of gametocytogenesis at very low parasite density in Plasmodium falciparum infection.
28469130	DictElement({'pubmed': ['28469130'], 'medline': [], 'doi': '10.1038/s41598-017-01495-9', 'pii': '10.1038/s41598-017-01495-9', 'pmc': 'PMC5431107', 'rid': '28469130', 'eid': '28469130', 'pmcid': 'pmc-id: PMC5431107;'}, attributes={})	['Tétard M', 'Milet J', 'Dechavanne S', 'Fievet N', 'Dorin-Semblat D', 'Elion J', 'Fairhurst RM', 'Deloron P', 'Tuikue-Ndam N', 'Gamain B']	10.1038/s41598-017-01495-9	2017 May 3	Scientific reports	1	Gamain B	101563288	2017 May 3	['Journal Article']	PubMed - indexed for MEDLINE	Sci Rep	Heterozygous HbAC but not HbAS is associated with higher newborn birthweight among women with pregnancy-associated malaria.
28446198	DictElement({'pubmed': ['28446198'], 'medline': [], 'doi': '10.1186/s12936-017-1828-6', 'pii': '10.1186/s12936-017-1828-6', 'pmc': 'PMC5406984', 'rid': '28446198', 'eid': '28446198', 'pmcid': 'pmc-id: PMC5406984;'}, attributes={})	['Aregawi M', 'Malm KL', 'Wahjib M', 'Kofi O', 'Allotey NK', 'Yaw PN', 'Abba-Baffoe W', 'Segbaya S', 'Owusu-Antwi F', 'Kharchi AT', 'Williams RO', 'Saalfeld M', 'Workneh N', 'Shargie EB', 'Noor AM', 'Bart-Plange C']	10.1186/s12936-017-1828-6	2017 Apr 26	Malaria journal	1	Bart-Plange C	101139802	2017 Apr 26	['Journal Article']	PubMed - indexed for MEDLINE	Malar J	Effect of anti-malarial interventions on trends of malaria cases, hospital admissions and deaths, 2005-2015, Ghana.
28399920	DictElement({'pubmed': ['28399920'], 'medline': [], 'doi': '10.1186/s12936-017-1796-x', 'pii': '10.1186/s12936-017-1796-x', 'pmc': 'PMC5387356', 'rid': '28399920', 'eid': '28399920', 'pmcid': 'pmc-id: PMC5387356;'}, attributes={})	['Ademolue TW', 'Aniweh Y', 'Kusi KA', 'Awandare GA']	10.1186/s12936-017-1796-x	2017 Apr 11	Malaria journal	1	Awandare GA	101139802	2017 Apr 11	['Journal Article']	PubMed - indexed for MEDLINE	Malar J	Patterns of inflammatory responses and parasite tolerance vary with malaria transmission intensity.
28274886	DictElement({'pubmed': ['28274886'], 'medline': [], 'pii': 'S1567-1348(17)30072-2', 'doi': '10.1016/j.meegid.2017.03.001', 'rid': '28274886', 'eid': '28274886'}, attributes={})	['Resende SS', 'Milagres VG', 'Chaves DG', 'Fontes CJF', 'Carvalho LH', 'Sousa TN', 'Brito CFA']	10.1016/j.meegid.2017.03.001	2017 Jun	Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases	1	Brito CFA	101084138	2017 Jun	['Journal Article']	PubMed - indexed for MEDLINE	Infect Genet Evol	Increased susceptibility of blood type O individuals to develop anemia in Plasmodium vivax infection.
28154622	DictElement({'pubmed': ['28154622'], 'medline': [], 'doi': '10.11604/pamj.2016.24.267.9904', 'pii': 'PAMJ-24-267', 'pmc': 'PMC5267860', 'rid': '28154622', 'eid': '28154622', 'pmcid': 'pmc-id: PMC5267860;'}, attributes={})	['Oyinade A', 'Soyemi K']	10.11604/pamj.2016.24.267.9904	2016	The Pan African medical journal	1	Soyemi K	101517926	2016	['Journal Article']	PubMed - indexed for MEDLINE	Pan Afr Med J	Review and modelling of malaria crude incidence rate in a low incidence population, Illinois 1990 to 2013.
28095916	DictElement({'pubmed': ['28095916'], 'medline': [], 'doi': '10.1186/s12936-017-1686-2', 'pii': '10.1186/s12936-017-1686-2', 'pmc': 'PMC5240228', 'rid': '28095916', 'eid': '28095916', 'pmcid': 'pmc-id: PMC5240228;'}, attributes={})	['Buchwald AG', 'Coalson JE', 'Cohee LM', 'Walldorf JA', 'Chimbiya N', 'Bauleni A', 'Nkanaunena K', 'Ngwira A', 'Sorkin JD', 'Mathanga DP', 'Taylor TE', 'Laufer MK']	10.1186/s12936-017-1686-2	2017 Jan 17	Malaria journal	1	Laufer MK	101139802	2017 Jan 17	['Journal Article']	PubMed - indexed for MEDLINE	Malar J	Insecticide-treated net effectiveness at preventing Plasmodium falciparum infection varies by age and season.
28081133	DictElement({'pubmed': ['28081133'], 'medline': [], 'doi': '10.1371/journal.pcbi.1005255', 'pii': 'PCOMPBIOL-D-16-00745', 'pmc': 'PMC5230743', 'rid': '28081133', 'eid': '28081133', 'pmcid': 'pmc-id: PMC5230743;'}, attributes={})	['Coffeng LE', 'Hermsen CC', 'Sauerwein RW', 'de Vlas SJ']	10.1371/journal.pcbi.1005255	2017 Jan	PLoS computational biology	1	de Vlas SJ	101238922	2017 Jan	['Journal Article']	PubMed - indexed for MEDLINE	PLoS Comput Biol	The Power of Malaria Vaccine Trials Using Controlled Human Malaria Infection.
28049475	DictElement({'pubmed': ['28049475'], 'medline': [], 'doi': '10.1186/s12936-016-1652-4', 'pii': '10.1186/s12936-016-1652-4', 'pmc': 'PMC5209922', 'rid': '28049475', 'eid': '28049475', 'pmcid': 'pmc-id: PMC5209922;'}, attributes={})	['Tukei BB', 'Beke A', 'Lamadrid-Figueroa H']	10.1186/s12936-016-1652-4	2017 Jan 3	Malaria journal	1	Lamadrid-Figueroa H	101139802	2017 Jan 3	['Journal Article']	PubMed - indexed for MEDLINE	Malar J	Assessing the effect of indoor residual spraying (IRS) on malaria morbidity in Northern Uganda: a before and after study.
28049466	DictElement({'pubmed': ['28049466'], 'medline': [], 'doi': '10.1186/s12936-016-1648-0', 'pii': '10.1186/s12936-016-1648-0', 'pmc': 'PMC5210296', 'rid': '28049466', 'eid': '28049466', 'pmcid': 'pmc-id: PMC5210296;'}, attributes={})	['Ezennia IJ', 'Nduka SO', 'Ekwunife OI']	10.1186/s12936-016-1648-0	2017 Jan 3	Malaria journal	1	Ekwunife OI	101139802	2017 Jan 3	['Journal Article']	PubMed - indexed for MEDLINE	Malar J	Cost benefit analysis of malaria rapid diagnostic test: the perspective of Nigerian community pharmacists.
28035111	DictElement({'pubmed': ['28035111'], 'medline': [], 'pii': 'JVectorBorneDis_2016_53_4_341_197268', 'rid': '28035111', 'eid': '28035111'}, attributes={})	['Sharma S', 'Mishra N', 'Valecha N', 'Anvikar AR']		2016 Oct-Dec	Journal of vector borne diseases	1	Anvikar AR	101212761	2016 Oct-Dec	['Evaluation Studies', 'Journal Article']	PubMed - indexed for MEDLINE	J Vector Borne Dis	Comparison of WHO Mark III and HRP II ELISA for <i>in vitro</i> sensitivity of <i>Plasmodium falciparum</i>.
27941597	DictElement({'pubmed': ['27941597'], 'medline': [], 'pii': 'nu8120794', 'doi': '10.3390/nu8120794', 'pmc': 'PMC5188449', 'rid': '27941597', 'eid': '27941597', 'pmcid': 'pmc-id: PMC5188449;'}, attributes={})	['Toko EN', 'Sumba OP', 'Daud II', 'Ogolla S', 'Majiwa M', 'Krisher JT', 'Ouma C', 'Dent AE', 'Rochford R', 'Mehta S']	10.3390/nu8120794	2016 Dec 7	Nutrients	1	Mehta S	101521595	2016 Dec 7	['Journal Article']	PubMed - indexed for MEDLINE	Nutrients	Maternal Vitamin D Status and Adverse Birth Outcomes in Children from Rural Western Kenya.
27940786	DictElement({'pubmed': ['27940786'], 'medline': [], 'pii': 'peds.2016-1965', 'doi': '10.1542/peds.2016-1965', 'pmc': 'PMC5079082', 'rid': '27940786', 'eid': '27940786', 'pmcid': 'pmc-id: PMC5079082;'}, attributes={})	['Ssenkusu JM', 'Hodges JS', 'Opoka RO', 'Idro R', 'Shapiro E', 'John CC', 'Bangirana P']	10.1542/peds.2016-1965	2016 Nov	Pediatrics	1	Bangirana P	0376422	2016 Nov	['Journal Article']	PubMed - indexed for MEDLINE	Pediatrics	Long-term Behavioral Problems in Children With Severe Malaria.
27930652	DictElement({'pubmed': ['27930652'], 'medline': [], 'doi': '10.1371/journal.pntd.0005139', 'pii': 'PNTD-D-16-00739', 'pmc': 'PMC5145139', 'rid': '27930652', 'eid': '27930652', 'pmcid': 'pmc-id: PMC5145139;'}, attributes={})	['Griffin P', 'Pasay C', 'Elliott S', 'Sekuloski S', 'Sikulu M', 'Hugo L', 'Khoury D', 'Cromer D', 'Davenport M', 'Sattabongkot J', 'Ivinson K', 'Ockenhouse C', 'McCarthy J']	10.1371/journal.pntd.0005139	2016 Dec	PLoS neglected tropical diseases	1	McCarthy J	101291488	2016 Dec	['Clinical Trial', 'Journal Article']	PubMed - indexed for MEDLINE	PLoS Negl Trop Dis	Safety and Reproducibility of a Clinical Trial System Using Induced Blood Stage Plasmodium vivax Infection and Its Potential as a Model to Evaluate Malaria Transmission.
27884199	DictElement({'pubmed': ['27884199'], 'medline': [], 'doi': '10.1186/s12992-016-0214-4', 'pii': '10.1186/s12992-016-0214-4', 'pmc': 'PMC5123357', 'rid': '27884199', 'eid': '27884199', 'pmcid': 'pmc-id: PMC5123357;'}, attributes={})	['Sweileh WM', 'Sawalha AF', 'Al-Jabi SW', 'Zyoud SH', 'Shraim NY', 'Abu-Taha AS']	10.1186/s12992-016-0214-4	2016 Nov 25	Globalization and health	1	Abu-Taha AS	101245734	2016 Nov 25	['Journal Article', 'Review']	PubMed - indexed for MEDLINE	Global Health	A bibliometric analysis of literature on malaria vector resistance: (1996 - 2015).
27856948	DictElement({'pubmed': ['27856948'], 'medline': [], 'pii': 'trw071', 'doi': '10.1093/trstmh/trw071', 'rid': '27856948', 'eid': '27856948'}, attributes={})	['Lussiana C', 'Floridia M', 'Martinho do Rosário J', 'Fortes F', 'Allan R']	10.1093/trstmh/trw071	2016 Dec	Transactions of the Royal Society of Tropical Medicine and Hygiene	1	Allan R	7506129	2016 Dec	['Journal Article']	PubMed - indexed for MEDLINE	Trans R Soc Trop Med Hyg	Impact of introducing subsidized combination treatment with artemether-lumefantrine on sales of anti-malarial monotherapies: a survey of private sector pharmacies in Huambo, Angola.
27852258	DictElement({'pubmed': ['27852258'], 'medline': [], 'doi': '10.1186/s12936-016-1612-z', 'pii': '10.1186/s12936-016-1612-z', 'pmc': 'PMC5112628', 'rid': '27852258', 'eid': '27852258', 'pmcid': 'pmc-id: PMC5112628;'}, attributes={})	['Sepúlveda N', 'Morais CG', 'Mourão LC', 'Freire MF', 'Fontes CJ', 'Lacerda MV', 'Drakeley CJ', 'Braga ÉM']	10.1186/s12936-016-1612-z	2016 Nov 16	Malaria journal	1	Braga ÉM	101139802	2016 Nov 16	['Journal Article']	PubMed - indexed for MEDLINE	Malar J	Allele-specific antibodies to Plasmodium vivax merozoite surface protein-1: prevalence and inverse relationship to haemoglobin levels during infection.
27834328	DictElement({'pubmed': ['27834328'], 'medline': [], 'pii': 'IndianJMedRes_2016_144_1_67_193285', 'doi': '10.4103/0971-5916.193285', 'pmc': 'PMC5116901', 'rid': '27834328', 'eid': '27834328', 'pmcid': 'pmc-id: PMC5116901;'}, attributes={})	['Singh P', 'Yadav Y', 'Saraswat S', 'Dhiman RC']	10.4103/0971-5916.193285	2016 Jul	The Indian journal of medical research	1	Dhiman RC	0374701	2016 Jul	['Journal Article']	PubMed - indexed for MEDLINE	Indian J Med Res	Intricacies of using temperature of different niches for assessing impact on malaria transmission.
27829489	DictElement({'pubmed': ['27829489'], 'medline': [], 'pii': '32408', 'pmc': 'PMC5102105', 'doi': '10.3402/gha.v9.32408', 'rid': '27829489', 'eid': '27829489', 'pmcid': 'pmc-id: PMC5102105;'}, attributes={})	['Ngandu NK', 'Manda S', 'Besada D', 'Rohde S', 'Oliphant NP', 'Doherty T']	10.3402/gha.v9.32408	2016	Global health action	1	Doherty T	101496665	2016	['Journal Article']	PubMed	Glob Health Action	Does adjusting for recall in trend analysis affect coverage estimates for maternal and child health indicators? An analysis of DHS and MICS survey data.
27809852	DictElement({'pubmed': ['27809852'], 'medline': [], 'doi': '10.1186/s12936-016-1576-z', 'pii': '10.1186/s12936-016-1576-z', 'pmc': 'PMC5096337', 'rid': '27809852', 'eid': '27809852', 'pmcid': 'pmc-id: PMC5096337;'}, attributes={})	['Kerkhof K', 'Sluydts V', 'Willen L', 'Kim S', 'Canier L', 'Heng S', 'Tsuboi T', 'Sochantha T', 'Sovannaroth S', 'Ménard D', 'Coosemans M', 'Durnez L']	10.1186/s12936-016-1576-z	2016 Nov 4	Malaria journal	1	Durnez L	101139802	2016 Nov 4	['Journal Article']	PubMed - indexed for MEDLINE	Malar J	Serological markers to measure recent changes in malaria at population level in Cambodia.
27580403	DictElement({'pubmed': ['27580403'], 'medline': [], 'doi': '10.1111/tmi.12776', 'rid': '27580403', 'eid': '27580403'}, attributes={})	['Bouma MJ', 'Siraj AS', 'Rodo X', 'Pascual M']	10.1111/tmi.12776	2016 Nov	Tropical medicine & international health : TM & IH	1	Pascual M	9610576	2016 Nov	['Journal Article']	PubMed - indexed for MEDLINE	Trop Med Int Health	El Niño-based malaria epidemic warning for Oromia, Ethiopia, from August 2016 to July 2017.
27770746	DictElement({'pubmed': ['27770746'], 'medline': [], 'pii': 'S1093-3263(16)30102-4', 'doi': '10.1016/j.jmgm.2016.06.008', 'rid': '27770746', 'eid': '27770746'}, attributes={})	['Poongavanam V', 'Kongsted J']	10.1016/j.jmgm.2016.06.008	2016 Nov	Journal of molecular graphics & modelling	1	Kongsted J	9716237	2016 Nov	['Journal Article']	PubMed - indexed for MEDLINE	J Mol Graph Model	Binding affinity models for Falcipain inhibition based on the Linear Interaction Energy method.
27764173	DictElement({'pubmed': ['27764173'], 'medline': [], 'doi': '10.1371/journal.pone.0164885', 'pii': 'PONE-D-16-24373', 'pmc': 'PMC5072745', 'rid': '27764173', 'eid': '27764173', 'pmcid': 'pmc-id: PMC5072745;'}, attributes={})	['Knox PC', 'MacCormick IJ', 'Mbale E', 'Malewa M', 'Czanner G', 'Harding SP']	10.1371/journal.pone.0164885	2016	PloS one	1	Harding SP	101285081	2016	['Journal Article']	PubMed - indexed for MEDLINE	PLoS One	Longitudinal Visuomotor Development in a Malaria Endemic Area: Cerebral Malaria and Beyond.
27760546	DictElement({'pubmed': ['27760546'], 'medline': [], 'doi': '10.1186/s12936-016-1565-2', 'pii': '10.1186/s12936-016-1565-2', 'pmc': 'PMC5070201', 'rid': '27760546', 'eid': '27760546', 'pmcid': 'pmc-id: PMC5070201;'}, attributes={})	['Valle D', 'Millar J', 'Amratia P']	10.1186/s12936-016-1565-2	2016 Oct 19	Malaria journal	1	Amratia P	101139802	2016 Oct 19	['Journal Article']	PubMed - indexed for MEDLINE	Malar J	Spatial heterogeneity can undermine the effectiveness of country-wide test and treat policy for malaria: a case study from Burkina Faso.
27699126	DictElement({'pubmed': ['27699126'], 'medline': [], 'doi': '10.1364/BOE.7.003643', 'pii': '269095', 'pmc': 'PMC5030038', 'rid': '27699126', 'eid': '27699126', 'pmcid': 'pmc-id: PMC5030038;'}, attributes={})	['Menyaev YA', 'Carey KA', 'Nedosekin DA', 'Sarimollaoglu M', 'Galanzha EI', 'Stumhofer JS', 'Zharov VP']	10.1364/BOE.7.003643	2016 Sep 1	Biomedical optics express	1	Zharov VP	101540630	2016 Sep 1	['Journal Article']	PubMed	Biomed Opt Express	Preclinical photoacoustic models: application for ultrasensitive single cell malaria diagnosis in large vein and artery.
27660110	DictElement({'pubmed': ['27660110'], 'medline': [], 'doi': '10.1002/jcla.22065', 'rid': '27660110', 'eid': '27660110'}, attributes={})	['Lee HT', 'Park PW', 'Seo YH', 'Kim KH', 'Seo JY', 'Jeong JH', 'Kim MJ', 'Ahn JY']	10.1002/jcla.22065	2017 Jul	Journal of clinical laboratory analysis	1	Ahn JY	8801384	2017 Jul	['Journal Article']	PubMed - indexed for MEDLINE	J Clin Lab Anal	Performance evaluation of Mindray CAL 8000(BC-6800 and SC-120) hematology analyzer and slidemaker/stainer.
27659918	DictElement({'pubmed': ['27659918'], 'medline': [], 'doi': '10.1186/s12936-016-1534-9', 'pii': '10.1186/s12936-016-1534-9', 'pmc': 'PMC5034649', 'rid': '27659918', 'eid': '27659918', 'pmcid': 'pmc-id: PMC5034649;'}, attributes={})	['Dewald JR', 'Fuller DO', 'Müller GC', 'Beier JC']	10.1186/s12936-016-1534-9	2016 Sep 22	Malaria journal	1	Beier JC	101139802	2016 Sep 22	['Journal Article']	PubMed - as supplied by publisher	Malar J	A novel method for mapping village-scale outdoor resting microhabitats of the primary African malaria vector, Anopheles gambiae.
27636719	DictElement({'pubmed': ['27636719'], 'medline': [], 'doi': '10.1371/journal.pone.0163045', 'pii': 'PONE-D-16-10490', 'pmc': 'PMC5026369', 'rid': '27636719', 'eid': '27636719', 'pmcid': 'pmc-id: PMC5026369;'}, attributes={})	['Park HS', 'Rinehart MT', 'Walzer KA', 'Chi JT', 'Wax A']	10.1371/journal.pone.0163045	2016	PloS one	1	Wax A	101285081	2016	['Journal Article']	PubMed - indexed for MEDLINE	PLoS One	Automated Detection of P. falciparum Using Machine Learning Algorithms with Quantitative Phase Images of Unstained Cells.
27573634	DictElement({'pubmed': ['27573634'], 'medline': [], 'pii': 'ajtmh.15-0813', 'doi': '10.4269/ajtmh.15-0813', 'pmc': 'PMC5062788', 'rid': '27573634', 'eid': '27573634', 'pmcid': 'pmc-id: PMC5062788;'}, attributes={})	['Kuong K', 'Fiorentino M', 'Perignon M', 'Chamnan C', 'Berger J', 'Sinuon M', 'Molyden V', 'Burja K', 'Parker M', 'Ly SC', 'Friis H', 'Roos N', 'Wieringa FT']	10.4269/ajtmh.15-0813	2016 Oct 5	The American journal of tropical medicine and hygiene	1	Wieringa FT	0370507	2016 Oct 5	['Journal Article']	PubMed - indexed for MEDLINE	Am J Trop Med Hyg	Cognitive Performance and Iron Status are Negatively Associated with Hookworm Infection in Cambodian Schoolchildren.
27562086	DictElement({'pubmed': ['27562086'], 'medline': [], 'doi': '10.1186/s13071-016-1762-4', 'pii': '10.1186/s13071-016-1762-4', 'pmc': 'PMC5000478', 'rid': '27562086', 'eid': '27562086', 'pmcid': 'pmc-id: PMC5000478;'}, attributes={})	['Yakob L']	10.1186/s13071-016-1762-4	2016 Aug 25	Parasites & vectors	1	Yakob L	101462774	2016 Aug 25	['Journal Article']	PubMed - indexed for MEDLINE	Parasit Vectors	How do biting disease vectors behaviourally respond to host availability?
27558000	DictElement({'pubmed': ['27558000'], 'medline': [], 'pii': 'srep32159', 'doi': '10.1038/srep32159', 'pmc': 'PMC4997260', 'rid': '27558000', 'eid': '27558000', 'pmcid': 'pmc-id: PMC4997260;'}, attributes={})	['McLean AR', 'Boel ME', 'McGready R', 'Ataide R', 'Drew D', 'Tsuboi T', 'Beeson JG', 'Nosten F', 'Simpson JA', 'Fowkes FJ']	10.1038/srep32159	2016 Aug 25	Scientific reports	1	Fowkes FJ	101563288	2016 Aug 25	['Journal Article']	PubMed - indexed for MEDLINE	Sci Rep	Antibody responses to Plasmodium falciparum and Plasmodium vivax blood-stage and sporozoite antigens in the postpartum period.
27542940	DictElement({'pubmed': ['27542940'], 'medline': [], 'doi': '10.1186/s12936-016-1463-7', 'pii': '10.1186/s12936-016-1463-7', 'pmc': 'PMC4992294', 'rid': '27542940', 'eid': '27542940', 'pmcid': 'pmc-id: PMC4992294;'}, attributes={})	['Kilian A', 'Lawford H', 'Ujuju CN', 'Abeku TA', 'Nwokolo E', 'Okoh F', 'Baba E']	10.1186/s12936-016-1463-7	2016 Aug 19	Malaria journal	1	Baba E	101139802	2016 Aug 19	['Journal Article']	PubMed - indexed for MEDLINE	Malar J	The impact of behaviour change communication on the use of insecticide treated nets: a secondary analysis of ten post-campaign surveys from Nigeria.
