Id	PubDate	FullJournalName	date	year	month
21931871	2011 Sep	PLoS neglected tropical diseases	2011-09-01	2011.0	9.0
21860993	2011 Oct	Revista da Sociedade Brasileira de Medicina Tropical	2011-10-01	2011.0	10.0
21859849	2011 Nov	Infection and immunity	2011-11-01	2011.0	11.0
21858127	2011	PloS one	2011-01-01	2011.0	1.0
21857927	2011	PloS one	2011-01-01	2011.0	1.0
21843142	2011 Dec	Combinatorial chemistry & high throughput screening	2011-12-01	2011.0	12.0
21818270	2011	PloS one	2011-01-01	2011.0	1.0
21798055	2011 Jul 28	Parasites & vectors	2011-07-28	2011.0	7.0
21790366	2012 Feb	The Journal of parasitology	2012-02-01	2012.0	2.0
21776438	2011	Journal of environmental and public health	2011-01-01	2011.0	1.0
21756317	2011 Jul 14	Malaria journal	2011-07-14	2011.0	7.0
21752262	2011 Jul 13	Trials	2011-07-13	2011.0	7.0
21749228	2011 Sep	Food additives & contaminants. Part A, Chemistry, analysis, control, exposure & risk assessment	2011-09-01	2011.0	9.0
21702903	2011 Jun 24	Parasites & vectors	2011-06-24	2011.0	6.0
21652151	2011 Sep	Medical hypotheses	2011-09-01	2011.0	9.0
21559436	2011 Apr 29	PloS one	2011-04-29	2011.0	4.0
21521658	2011 Aug	Microbes and infection	2011-08-01	2011.0	8.0
21496331	2011 Apr 17	Malaria journal	2011-04-17	2011.0	4.0
21445333	2011 Mar 22	PLoS neglected tropical diseases	2011-03-22	2011.0	3.0
21366906	2011 Mar 2	Parasites & vectors	2011-03-02	2011.0	3.0
21360406	2011 Apr	Natural product research	2011-04-01	2011.0	4.0
21341725	2011 Mar 18	The Journal of organic chemistry	2011-03-18	2011.0	3.0
21332989	2011 Feb 18	Malaria journal	2011-02-18	2011.0	2.0
21329764	2011 Jun	Parasitology international	2011-06-01	2011.0	6.0
21304925	2011 Feb 1	PLoS medicine	2011-02-01	2011.0	2.0
21241505	2011 Jan 17	Malaria journal	2011-01-17	2011.0	1.0
21179555	2010 Dec 16	PloS one	2010-12-16	2010.0	12.0
21173254	2011 Jan 4	Proceedings of the National Academy of Sciences of the United States of America	2011-01-04	2011.0	1.0
21124875	2010 Nov 24	PLoS pathogens	2010-11-24	2010.0	11.0
21080317	2010 Nov	Geospatial health	2010-11-01	2010.0	11.0
21050496	2010 Nov 5	International journal of health geographics	2010-11-05	2010.0	11.0
21050321	2010 Nov-Dec	Journal of travel medicine			
20958921	2011 Jan	Chemical biology & drug design	2011-01-01	2011.0	1.0
20950097	2010 Oct	The Journal of parasitology	2010-10-01	2010.0	10.0
20931280	2011 May	Molecular diversity	2011-05-01	2011.0	5.0
20929684	2011 Mar	Environmental health perspectives	2011-03-01	2011.0	3.0
20888613	2010 Nov	Transactions of the Royal Society of Tropical Medicine and Hygiene	2010-11-01	2010.0	11.0
20815867	2010 Sep 3	Malaria journal	2010-09-03	2010.0	9.0
20811640	2010 Aug 25	PloS one	2010-08-25	2010.0	8.0
20800006	2011 Jun	Epidemiology and infection	2011-06-01	2011.0	6.0
20728765	2010 Aug	Clinical therapeutics	2010-08-01	2010.0	8.0
20708304	2010 Oct	European journal of medicinal chemistry	2010-10-01	2010.0	10.0
20696056	2010 Aug 9	Malaria journal	2010-08-09	2010.0	8.0
20534454	2010 Jun 15	Proceedings of the National Academy of Sciences of the United States of America	2010-06-15	2010.0	6.0
20530455	2010 Apr	Anticancer research	2010-04-01	2010.0	4.0
20529322	2010 Jun 8	BMC public health	2010-06-08	2010.0	6.0
24353352	2010 Jun 1	Computer methods in applied mechanics and engineering	2010-06-01	2010.0	6.0
20492446	2010 Jul	Chemical biology & drug design	2010-07-01	2010.0	7.0
20461426	2011 Feb	Journal of molecular modeling	2011-02-01	2011.0	2.0
20429877	2010 Apr 29	Malaria journal	2010-04-29	2010.0	4.0
20351775	2010 Mar 23	PloS one	2010-03-23	2010.0	3.0
20170421	2010 Jun	Immunopharmacology and immunotoxicology	2010-06-01	2010.0	6.0
20169157	2010 Feb 15	PloS one	2010-02-15	2010.0	2.0
20122148	2010 Feb 1	Malaria journal	2010-02-01	2010.0	2.0
20111817	2009 Sep-Oct	Revista espanola de salud publica			
20097251	2010 Apr	Biochimie	2010-04-01	2010.0	4.0
20036751	2010 Feb 17	Vaccine	2010-02-17	2010.0	2.0
20008533	2010 Mar	Infection and immunity	2010-03-01	2010.0	3.0
20001096	2010 Apr	The Journal of parasitology	2010-04-01	2010.0	4.0
19930552	2009 Nov 20	BMC infectious diseases	2009-11-20	2009.0	11.0
19852850	2009 Oct 24	Malaria journal	2009-10-24	2009.0	10.0
19728740	2009 Oct 13	Biochemistry	2009-10-13	2009.0	10.0
19691851	2009 Aug 20	Malaria journal	2009-08-20	2009.0	8.0
19685488	2009 Sep-Oct	Biotechnology progress			
19656635	2010 Jan	Medical hypotheses	2010-01-01	2010.0	1.0
19564366	2009 Sep	Antimicrobial agents and chemotherapy	2009-09-01	2009.0	9.0
19520624	2009 Jul 15	Journal of chromatography. B, Analytical technologies in the biomedical and life sciences	2009-07-15	2009.0	7.0
19497754	2009 Jul 15	Bioorganic & medicinal chemistry	2009-07-15	2009.0	7.0
19444796	2009 Oct	Biomedical chromatography : BMC	2009-10-01	2009.0	10.0
19442662	2009 Aug	Experimental parasitology	2009-08-01	2009.0	8.0
19402076	2009 Oct	Ultrasound in obstetrics & gynecology : the official journal of the International Society of Ultrasound in Obstetrics and Gynecology	2009-10-01	2009.0	10.0
19361335	2009 Apr 10	Malaria journal	2009-04-10	2009.0	4.0
19344417	2009 Jun	British journal of haematology	2009-06-01	2009.0	6.0
19343213	2009 Apr	PLoS pathogens	2009-04-01	2009.0	4.0
19266093	2009	PloS one	2009-01-01	2009.0	1.0
19243243	2009 Apr 1	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2009-04-01	2009.0	4.0
19190215	2009 Feb	The American journal of tropical medicine and hygiene	2009-02-01	2009.0	2.0
19153766	2009 Jun	Parasitology research	2009-06-01	2009.0	6.0
19141853	2009 Jan	The American journal of tropical medicine and hygiene	2009-01-01	2009.0	1.0
19131887	2009 Feb 1	Journal of acquired immune deficiency syndromes (1999)	2009-02-01	2009.0	2.0
19082235	2008 Dec	Saudi medical journal	2008-12-01	2008.0	12.0
19073223	2009 Mar	Molecular and biochemical parasitology	2009-03-01	2009.0	3.0
19058623	2008 Nov	Journal of medical entomology	2008-11-01	2008.0	11.0
19015042	2009 Jan	Microbes and infection	2009-01-01	2009.0	1.0
18983649	2008 Nov 4	Malaria journal	2008-11-04	2008.0	11.0
18977268	2009 Jan 1	Vaccine	2009-01-01	2009.0	1.0
18950486	2008 Oct 24	Malaria journal	2008-10-24	2008.0	10.0
18838585	2008 Dec	Antimicrobial agents and chemotherapy	2008-12-01	2008.0	12.0
18801158	2008 Sep 18	Malaria journal	2008-09-18	2008.0	9.0
18764815	2008 Oct	Tropical medicine & international health : TM & IH	2008-10-01	2008.0	10.0
18505551	2008	Genome biology	2008-01-01	2008.0	1.0
18471299	2008 May 9	BMC public health	2008-05-09	2008.0	5.0
18449828	2008 Apr	AIDS care	2008-04-01	2008.0	4.0
18407892	2008 Jul 13	Philosophical transactions. Series A, Mathematical, physical, and engineering sciences	2008-07-13	2008.0	7.0
18329140	2008 Dec	European journal of medicinal chemistry	2008-12-01	2008.0	12.0
18299409	2008 May	Antimicrobial agents and chemotherapy	2008-05-01	2008.0	5.0
18291005	2008 Jan	Tropical medicine & international health : TM & IH	2008-01-01	2008.0	1.0
18240512	2007 Dec	Journal of the American Mosquito Control Association	2007-12-01	2007.0	12.0
18215251	2008 Jan 23	Malaria journal	2008-01-23	2008.0	1.0
18212104	2008 Apr	Antimicrobial agents and chemotherapy	2008-04-01	2008.0	4.0
18205915	2008 Jan 18	Malaria journal	2008-01-18	2008.0	1.0
18173836	2008 Jan 3	Malaria journal	2008-01-03	2008.0	1.0
18171290	2008 Jan 1	The Journal of infectious diseases	2008-01-01	2008.0	1.0
18159256	2007 Dec 26	PloS one	2007-12-26	2007.0	12.0
18086306	2007 Dec 17	Malaria journal	2007-12-17	2007.0	12.0
18076560	2007 Dec	Tropical medicine & international health : TM & IH	2007-12-01	2007.0	12.0
18076550	2007 Dec	Tropical medicine & international health : TM & IH	2007-12-01	2007.0	12.0
18039388	2007 Nov 26	Malaria journal	2007-11-26	2007.0	11.0
18029495	2007 Dec	The Journal of nutrition	2007-12-01	2007.0	12.0
18005422	2007 Nov 15	Malaria journal	2007-11-15	2007.0	11.0
17989780	2007 Oct 22	PLoS neglected tropical diseases	2007-10-22	2007.0	10.0
17931486	2007 Jul	Revista panamericana de salud publica = Pan American journal of public health	2007-07-01	2007.0	7.0
17883461	2007 Sep-Oct	Journal of travel medicine			
17697088	2007 Aug	Tropical medicine & international health : TM & IH	2007-08-01	2007.0	8.0
17668563	2007	Antiviral therapy	2007-01-01	2007.0	1.0
17620000	2007 Oct	Journal of pharmacokinetics and pharmacodynamics	2007-10-01	2007.0	10.0
17585371	2007 Sep	Cellular and molecular life sciences : CMLS	2007-09-01	2007.0	9.0
17551528	2007 Aug	Heredity	2007-08-01	2007.0	8.0
17519019	2007 May 22	Malaria journal	2007-05-22	2007.0	5.0
17517850	2007 Aug	Antimicrobial agents and chemotherapy	2007-08-01	2007.0	8.0
17488907	2007 May	The American journal of tropical medicine and hygiene	2007-05-01	2007.0	5.0
17488903	2007 May	The American journal of tropical medicine and hygiene	2007-05-01	2007.0	5.0
17428838	2007 Aug	American journal of physiology. Cell physiology	2007-08-01	2007.0	8.0
17395223	2007 Jun	Transactions of the Royal Society of Tropical Medicine and Hygiene	2007-06-01	2007.0	6.0
17371925	2007 Apr	The Journal of experimental biology	2007-04-01	2007.0	4.0
17341298	2007 Mar 6	Malaria journal	2007-03-06	2007.0	3.0
17297028	2007 Feb	The American journal of tropical medicine and hygiene	2007-02-01	2007.0	2.0
17216951	1999	The Journal of the Egyptian Public Health Association	1999-01-01	1999.0	1.0
17211661	2007 Jun	Parasitology research	2007-06-01	2007.0	6.0
17192596	2007 May-Jun	Journal of andrology			
17187653	2007 Jan	Parasite immunology	2007-01-01	2007.0	1.0
17137513	2006 Nov 30	BMC infectious diseases	2006-11-30	2006.0	11.0
17094806	2006 Nov 9	Malaria journal	2006-11-09	2006.0	11.0
17086493	2006 Nov	Bulletin of mathematical biology	2006-11-01	2006.0	11.0
17045991	2006 Oct 30	FEBS letters	2006-10-30	2006.0	10.0
17038681	2006 Oct	The American journal of tropical medicine and hygiene	2006-10-01	2006.0	10.0
17026079	2006 Sep 29	Physical review letters	2006-09-29	2006.0	9.0
17003683	2006 Nov	Epidemiology (Cambridge, Mass.)	2006-11-01	2006.0	11.0
16939205	2006 Sep 5	Biochemistry	2006-09-05	2006.0	9.0
16896119	2006 Aug	The American journal of tropical medicine and hygiene	2006-08-01	2006.0	8.0
16890498	2007 Mar	Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases	2007-03-01	2007.0	3.0
16872516	2006 Jul 27	Malaria journal	2006-07-27	2006.0	7.0
16760516	2006 Jun	The American journal of tropical medicine and hygiene	2006-06-01	2006.0	6.0
16760505	2006 Jun	The American journal of tropical medicine and hygiene	2006-06-01	2006.0	6.0
16700906	2006 May 15	Malaria journal	2006-05-15	2006.0	5.0
16640617	2006 May	Tropical medicine & international health : TM & IH	2006-05-01	2006.0	5.0
16630383	2006 Apr	Annals of tropical medicine and parasitology	2006-04-01	2006.0	4.0
16629703	2006 May	Parasite immunology	2006-05-01	2006.0	5.0
16603144	2006 Sep	Clinica chimica acta; international journal of clinical chemistry	2006-09-01	2006.0	9.0
16454594	2005 Dec	Anales de medicina interna (Madrid, Spain : 1984)	2005-12-01	2005.0	12.0
16379191	2005 Aug	The Medical journal of Malaysia	2005-08-01	2005.0	8.0
16336684	2005 Dec 9	Malaria journal	2005-12-09	2005.0	12.0
16191614	2005 Oct 7	Proceedings. Biological sciences	2005-10-07	2005.0	10.0
16142658	2005 Oct 1	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	2005-10-01	2005.0	10.0
16120698	2005 Oct 15	American journal of epidemiology	2005-10-15	2005.0	10.0
16102322	2005 Aug	Emerging infectious diseases	2005-08-01	2005.0	8.0
16082714	2005 Sep	Cytometry. Part A : the journal of the International Society for Analytical Cytology	2005-09-01	2005.0	9.0
16045304	2005 Jul-Aug	Journal of chemical information and modeling			
15964953	2005 Jun	The American journal of tropical medicine and hygiene	2005-06-01	2005.0	6.0
15855302	2005 Jun	Journal of tropical pediatrics	2005-06-01	2005.0	6.0
15776381	2005 Apr 15	The Journal of infectious diseases	2005-04-15	2005.0	4.0
15728121	2005 Jun 15	Blood	2005-06-15	2005.0	6.0
15698783	2005 Mar 1	Bioorganic & medicinal chemistry	2005-03-01	2005.0	3.0
15670938	2005 Feb 15	Bioorganic & medicinal chemistry	2005-02-15	2005.0	2.0
15667666	2005 Jan 25	Malaria journal	2005-01-25	2005.0	1.0
15652606	2005 Jan 15-21	Lancet (London, England)			
15598257	2004 Dec	Tropical medicine & international health : TM & IH	2004-12-01	2004.0	12.0
15598256	2004 Dec	Tropical medicine & international health : TM & IH	2004-12-01	2004.0	12.0
15386683	2004 Nov	Health economics	2004-11-01	2004.0	11.0
15210337	2004 Aug	Bioorganic chemistry	2004-08-01	2004.0	8.0
15138083	2004 Jul	Transactions of the Royal Society of Tropical Medicine and Hygiene	2004-07-01	2004.0	7.0
15074873	2004 Mar	Parasitology	2004-03-01	2004.0	3.0
15040690	2004 Feb	The Journal of parasitology	2004-02-01	2004.0	2.0
14695825	2004 Jan 1	Journal of medicinal chemistry	2004-01-01	2004.0	1.0
14667243	2003 Dec 10	Malaria journal	2003-12-10	2003.0	12.0
14641976	2003 Oct	Bulletin of entomological research	2003-10-01	2003.0	10.0
14596287	2003 Sep	Journal of medical entomology	2003-09-01	2003.0	9.0
14511557	2003 Sep	Annals of tropical medicine and parasitology	2003-09-01	2003.0	9.0
12971513	2003 Mar	The Southeast Asian journal of tropical medicine and public health	2003-03-01	2003.0	3.0
12919636	2003 Jul 1	Malaria journal	2003-07-01	2003.0	7.0
12875288	2003 Apr	The American journal of tropical medicine and hygiene	2003-04-01	2003.0	4.0
12874357	2003 Aug	Infection and immunity	2003-08-01	2003.0	8.0
12869090	2003 Aug	Tropical medicine & international health : TM & IH	2003-08-01	2003.0	8.0
12792358	2003 May 1	Journal of acquired immune deficiency syndromes (1999)	2003-05-01	2003.0	5.0
12791057	2003 Jun	Tropical medicine & international health : TM & IH	2003-06-01	2003.0	6.0
12696018	2003 Apr 15	The Journal of infectious diseases	2003-04-15	2003.0	4.0
12665262	2002 Oct-Dec	West African journal of medicine			
12567719	2000	Zhongguo ji sheng chong xue yu ji sheng chong bing za zhi = Chinese journal of parasitology & parasitic diseases	2000-01-01	2000.0	1.0
12471433	2002 Oct	Memorias do Instituto Oswaldo Cruz	2002-10-01	2002.0	10.0
12468618	2002 Dec	The Journal of nutrition	2002-12-01	2002.0	12.0
12406193	2002 Aug	Parasite immunology	2002-08-01	2002.0	8.0
12139225	2002 Mar	The American journal of tropical medicine and hygiene	2002-03-01	2002.0	3.0
12123462	2002 Jul	Molecular microbiology	2002-07-01	2002.0	7.0
12055820	2002 Mar-Apr	Transactions of the Royal Society of Tropical Medicine and Hygiene			
11796126	2002 Jan	International journal for parasitology	2002-01-01	2002.0	1.0
11773574	2002 Jan	Pediatrics	2002-01-01	2002.0	1.0
11765133	2001	Drug design and discovery	2001-01-01	2001.0	1.0
11748814	2001 Nov-Dec	American journal of human biology : the official journal of the Human Biology Council			
11732148	2001 Dec	Annals of tropical paediatrics	2001-12-01	2001.0	12.0
11722965	2001 Dec	The American journal of clinical nutrition	2001-12-01	2001.0	12.0
11716129	2001 Nov	The American journal of tropical medicine and hygiene	2001-11-01	2001.0	11.0
11716128	2001 Nov	The American journal of tropical medicine and hygiene	2001-11-01	2001.0	11.0
11590632	2001 Oct 30	Statistics in medicine	2001-10-30	2001.0	10.0
11560898	2001 Sep	Genetics	2001-09-01	2001.0	9.0
11558003	2001 Jul-Aug	Revista do Instituto de Medicina Tropical de Sao Paulo			
11512684	2001 Aug	Human biology	2001-08-01	2001.0	8.0
11505886	2001 Jan-Mar	West African journal of medicine			
11415957	2001 Jun 15	American journal of epidemiology	2001-06-15	2001.0	6.0
11414439	2000	The Southeast Asian journal of tropical medicine and public health	2000-01-01	2000.0	1.0
11382661	2001 Jun	The American journal of clinical nutrition	2001-06-01	2001.0	6.0
11382660	2001 Jun	The American journal of clinical nutrition	2001-06-01	2001.0	6.0
11378289	2001 Jun	Journal of ethnopharmacology	2001-06-01	2001.0	6.0
11355544	2001 Mar-Apr	Transactions of the Royal Society of Tropical Medicine and Hygiene			
11318417	2001 Apr 15	Journal of chromatography. B, Biomedical sciences and applications	2001-04-15	2001.0	4.0
11293598	2001 Mar 31	Lancet (London, England)	2001-03-31	2001.0	3.0
11272654	2001 Feb	Parasitology	2001-02-01	2001.0	2.0
11237591	2001 Feb 16	Journal of molecular biology	2001-02-16	2001.0	2.0
11235556	2001 Jan	Annals of tropical medicine and parasitology	2001-01-01	2001.0	1.0
11180452	2001 Feb	Genetic epidemiology	2001-02-01	2001.0	2.0
11149057	2000 Dec	Military medicine	2000-12-01	2000.0	12.0
11116433	2000 Nov	Parasite immunology	2000-11-01	2000.0	11.0
11044264	2000 Oct	Tropical medicine & international health : TM & IH	2000-10-01	2000.0	10.0
10897355	2000 Mar-Apr	Transactions of the Royal Society of Tropical Medicine and Hygiene			
10867681	2000 Jul 30	Statistics in medicine	2000-07-30	2000.0	7.0
10772277	2000 Mar	Acta paediatrica (Oslo, Norway : 1992)	2000-03-01	2000.0	3.0
10748913	2000 Jan-Feb	Transactions of the Royal Society of Tropical Medicine and Hygiene			
10733729	2000 Mar-Apr	Memorias do Instituto Oswaldo Cruz			
10648271	2000 Feb	The American journal of clinical nutrition	2000-02-01	2000.0	2.0
10603380	2000 Jan	Infection and immunity	2000-01-01	2000.0	1.0
10579474	1999 Nov	Clinical pharmacology and therapeutics	1999-11-01	1999.0	11.0
10463676	1999 Aug	The American journal of tropical medicine and hygiene	1999-08-01	1999.0	8.0
10463675	1999 Aug	The American journal of tropical medicine and hygiene	1999-08-01	1999.0	8.0
10432066	1999 Jul	The American journal of tropical medicine and hygiene	1999-07-01	1999.0	7.0
10344652	1999 May	The American journal of tropical medicine and hygiene	1999-05-01	1999.0	5.0
10326110	1998 Nov-Dec	Transactions of the Royal Society of Tropical Medicine and Hygiene			
10082556	1999 Apr	Molecular and cellular biology	1999-04-01	1999.0	4.0
10081239	1999 Jan	Journal of biosocial science	1999-01-01	1999.0	1.0
9861377	1998 Sep-Oct	Transactions of the Royal Society of Tropical Medicine and Hygiene			
9701949	1998 Jul	Journal of medical entomology	1998-07-01	1998.0	7.0
9625909	1998 Mar	Annals of tropical medicine and parasitology	1998-03-01	1998.0	3.0
9491824	1998 Feb	British journal of clinical pharmacology	1998-02-01	1998.0	2.0
9287945	1997 Aug	Epidemiology and infection	1997-08-01	1997.0	8.0
9149666	1997 May 15	American journal of epidemiology	1997-05-15	1997.0	5.0
9164414	1997 May	Clinical pharmacology and therapeutics	1997-05-01	1997.0	5.0
9135127	1997 Apr 11	Journal of molecular biology	1997-04-11	1997.0	4.0
9158045	1997 Apr	The American journal of tropical medicine and hygiene	1997-04-01	1997.0	4.0
9032413	1997 Feb 14	Journal of immunological methods	1997-02-14	1997.0	2.0
9080869	1997 Feb	The American journal of tropical medicine and hygiene	1997-02-01	1997.0	2.0
8665389	1996 Apr	Tropical medicine & international health : TM & IH	1996-04-01	1996.0	4.0
9031418	1996 Mar	The Southeast Asian journal of tropical medicine and public health	1996-03-01	1996.0	3.0
8653191	1996 Jan-Feb	Health economics			
8576287	1996 Jan-Feb	Journal of chemical information and computer sciences			
8619111	1995 Dec 30	Statistics in medicine	1995-12-30	1995.0	12.0
7485716	1995 Nov	The American journal of tropical medicine and hygiene	1995-11-01	1995.0	11.0
8557456	1995 Oct	International journal of epidemiology	1995-10-01	1995.0	10.0
8629049	1995 Jun	The Southeast Asian journal of tropical medicine and public health	1995-06-01	1995.0	6.0
7793289	1995 Mar	Acta pharmaceutica Hungarica	1995-03-01	1995.0	3.0
7696687	1995 Jan	Medical and veterinary entomology	1995-01-01	1995.0	1.0
7810811	1994 Dec	The American journal of tropical medicine and hygiene	1994-12-01	1994.0	12.0
9140488	1994 Sep	Parasite (Paris, France)	1994-09-01	1994.0	9.0
7943544	1994 Sep	The American journal of tropical medicine and hygiene	1994-09-01	1994.0	9.0
9815302	1994 Mar 1	Journal of travel medicine	1994-03-01	1994.0	3.0
8256106	1993 Sep	Tropical medicine and parasitology : official organ of Deutsche Tropenmedizinische Gesellschaft and of Deutsche Gesellschaft fur Technische Zusammenarbeit (GTZ)	1993-09-01	1993.0	9.0
8513843	1993	European journal of clinical pharmacology	1993-01-01	1993.0	1.0
8362449	1993	Tropical and geographical medicine	1993-01-01	1993.0	1.0
8284482	1993	Revue d'epidemiologie et de sante publique	1993-01-01	1993.0	1.0
1520760	1992 Aug	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	1992-08-01	1992.0	8.0
1844982	1991 Nov-Dec	Revista do Instituto de Medicina Tropical de Sao Paulo			
1777366	1991 Sep	British journal of clinical pharmacology	1991-09-01	1991.0	9.0
1984482	1991 Jan	The Journal of infectious diseases	1991-01-01	1991.0	1.0
2684475	1989 Oct-Dec	Disease markers			
2647957	1989 Apr	The Journal of parasitology	1989-04-01	1989.0	4.0
2682486	1989	Parasitology	1989-01-01	1989.0	1.0
3303480	1987	Transactions of the Royal Society of Tropical Medicine and Hygiene	1987-01-01	1987.0	1.0
3537256	1986 Aug	The Journal of parasitology	1986-08-01	1986.0	8.0
3518503	1986 May	The American journal of tropical medicine and hygiene	1986-05-01	1986.0	5.0
6198795	1983 Dec	Tropenmedizin und Parasitologie	1983-12-01	1983.0	12.0
6355425	1983 Jun	The Journal of parasitology	1983-06-01	1983.0	6.0
1129607	1975 Mar	Social science & medicine	1975-03-01	1975.0	3.0
